monster_id,action_type,action_name,damage_type,attack_bonus,damage_dice,dc_type,dc_value,multi_attack,multi_attack_descrip,descrip
werebear-bear,actions,Claw,Slashing,7.0,2d8+4,,,2,"In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.","Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
werebear-human,actions,Greataxe,Slashing,7.0,1d12+4,,,2,"In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.","Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage."
werebear-hybrid,actions,Bite,Piercing,7.0,2d10+4,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy."
werebear-hybrid,actions,Claw,Slashing,7.0,2d8+4,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
werebear-hybrid,actions,Greataxe,Slashing,7.0,1d12+4,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage."
wereboar-boar,actions,Tusks,Slashing,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy."
wereboar-human,actions,Maul,Bludgeoning,5.0,2d6+3,,,2,"The wereboar makes two attacks, only one of which can be with its tusks.","Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage."
wereboar-hybrid,actions,Maul,Bludgeoning,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage."
wereboar-hybrid,actions,Tusks,Slashing,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy."
wererat-human,actions,Shortsword,Piercing,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
wererat-human,actions,Hand Crossbow,Piercing,4.0,1d6+2,,,,,"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
wererat-hybrid,actions,Bite,Piercing,4.0,1d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy."
wererat-hybrid,actions,Shortsword,Piercing,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
wererat-hybrid,actions,Hand Crossbow,Piercing,4.0,1d6+2,,,,,"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
wererat-rat,actions,Bite,Piercing,4.0,1d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy."
weretiger-human,actions,Scimitar,Slashing,5.0,1d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage."
weretiger-human,actions,Longbow,Piercing,4.0,1d8+2,,,,,"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage."
weretiger-hybrid,actions,Bite,Piercing,5.0,1d10+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy."
weretiger-hybrid,actions,Claw,Slashing,5.0,1d8+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage."
weretiger-hybrid,actions,Scimitar,Slashing,5.0,1d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage."
weretiger-hybrid,actions,Longbow,Piercing,4.0,1d8+2,,,,,"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage."
weretiger-tiger,actions,Bite,Piercing,5.0,1d10+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy."
weretiger-tiger,actions,Claw,Slashing,5.0,1d8+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage."
werewolf-human,actions,Spear,,4.0,,,,2,The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack."
werewolf-hybrid,actions,Bite,Piercing,4.0,1d8+2,,,1,The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy."
werewolf-hybrid,actions,Claws,Slashing,4.0,2d4+2,,,1,The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage."
werewolf-wolf,actions,Bite,Piercing,4.0,1d8+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy."
white-dragon-wyrmling,actions,Bite,Piercing & Cold,4.0,1d10+2 + 1d4,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage."
white-dragon-wyrmling,actions,Cold Breath,Cold,,5d8,CON,12.0,,,"The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one."
wight,actions,Life Drain,Necrotic,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.
A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time."
wight,actions,Longsword,,4.0,,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands."
wight,actions,Longbow,Piercing,4.0,1d8+2,,,,,"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage."
will-o-wisp,actions,Shock,Lightning,4.0,2d8,,,,,"Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d8) lightning damage."
will-o-wisp,actions,Invisibility,,,,,,,,"The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell)."
winter-wolf,actions,Bite,Piercing,6.0,2d6+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone."
winter-wolf,actions,Cold Breath,Cold,,4d8,DEX,12.0,,,"The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one."
wolf,actions,Bite,Piercing,4.0,2d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone."
worg,actions,Bite,Piercing,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone."
wraith,actions,Life Drain,Necrotic,6.0,4d8+3,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0."
wraith,actions,Create Specter,,,,,,,,The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.
wyvern,actions,Bite,Piercing,7.0,2d6+4,,,,,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage."
wyvern,actions,Claws,Slashing,7.0,2d8+4,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
wyvern,actions,Stinger,Piercing,7.0,2d6+4,,,,,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one."
xorn,actions,Bite,Piercing,6.0,3d6+3,,,1,The xorn makes three claw attacks and one bite attack.,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (3d6 + 3) piercing damage."
xorn,actions,Claw,Slashing,6.0,1d6+3,,,3,The xorn makes three claw attacks and one bite attack.,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage."
young-black-dragon,actions,Bite,Piercing & Acid,7.0,2d10+4 + 1d8,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage."
young-black-dragon,actions,Claw,Slashing,7.0,2d6+4,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage."
young-black-dragon,actions,Acid Breath,Acid,,11d8,DEX,14.0,,,"The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one."
young-blue-dragon,actions,Bite,Piercing & Lightning,9.0,2d10+5 + 1d10,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage."
young-blue-dragon,actions,Claw,Slashing,9.0,2d6+5,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage."
young-blue-dragon,actions,Lightning Breath,Lightning,,10d10,DEX,16.0,,,"The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one."
young-brass-dragon,actions,Bite,Piercing,7.0,2d10+4,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage."
young-brass-dragon,actions,Claw,Slashing,7.0,2d6+4,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage."
young-bronze-dragon,actions,Bite,Piercing,8.0,2d10+5,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage."
young-bronze-dragon,actions,Claw,Slashing,8.0,2d6+5,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage."
young-copper-dragon,actions,Bite,Piercing,7.0,2d10+4,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage."
young-copper-dragon,actions,Claw,Slashing,7.0,2d6+4,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage."
young-gold-dragon,actions,Bite,Piercing,10.0,2d10+6,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage."
young-gold-dragon,actions,Claw,Slashing,10.0,2d6+6,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage."
young-green-dragon,actions,Bite,Piercing & Poison,7.0,2d10+4 + 2d6,,,1,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage."
young-green-dragon,actions,Claw,Slashing,7.0,2d6+4,,,2,The dragon makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage."
